"3964";"Who designed the stadiums which have been rented by Oakland athletics?";"Skidmore, Owings & Merrill, HNTB, Tate Snyder Kimsey Architects, R. Gary Allen Design Architects, 360, Gensler, Populous (company), Pittsburgh, Louis D. Astorino, Fawley Bryant Architects, Bradenton, Florida"
"4744";"What is the launch site of the Juno I which was also the ground of 2016 Fort Lauderdale Strikers season ?";"Florida"
"1243";"Where did the 2015 MLS All-Star Game take place?";"Colorado, Commerce City, Colorado"
"3883";"Name the branch of Carroll E. Lanier ?";"United States Navy"
"3585";"List the common official language of the ladonia and Empire of Atlantium ?";"Latin, English language"
"1287";"Which awards have been given to the horse who sired Triplicate?";"Kentucky, National Museum of Racing and Hall of Fame, Florence, Kentucky"
"1781";"Terminal Station at Chattanooga is made by architects from which University?";"Columbia University, Yale University, École nationale supérieure des Beaux-Arts"
"4804";"Which constructor's team won the 1967 Mexican Grand Prix ?";"Team Lotus, Ford Motor Company"
"4070";"What is the origin of Xynisteri?";"Cyprus"
"4167";"where did Deion Sanders debut?";"New York Yankees, Atlanta Falcons"
"3257";"Give me some administrators of bridges over which cars can go?";"answer"
"2688";"Who were the pole drivers in GP when Damon hill was the first driver?";"Alain Prost, Rubens Barrichello, Damon Hill, Jean Alesi, Michael Schumacher, Gerhard Berger, David Coulthard, Jacques Villeneuve, Mika Häkkinen"
"4837";"Is San Salvador Island a part of the Bahamas?";"Yes"
"1411";"Who is the developer of Montecito Inn?";"Charlie Chaplin"
"817";"Henry McDaniel's trained horses have won which awards?";"Kentucky, National Museum of Racing and Hall of Fame, Florence, Kentucky"
"2119";"List all crafts of the people whose one of the profession is Kingdom of Naples ?";"Lekë Zaharia, Kingdom of Naples, League of Lezhë, Ottoman Empire, Albanian Revolt of 1432–36"
"3203";"Which gadgets are made by companies of New Taipei City?";"answer"
"1149";"Where does Dennis DeConcini and Scott Berkun both live?";"Seattle"
"1835";"Which club of perianne Lones is also the home town of the Kady O'Malley ?";"Ottawa"
"1154";"Who is the person whose home town is Fairmount, Indiana?";"James Dean"
"3037";"Where was the deadbody discovered of one of the alumni of General Educational Development?";"Nebraska, Omaha, Nebraska, Westroads Mall, ,, , U.S."
"2844";"Name the common distributing label of the Chinga Chang Records and StandBy Records?";"Sony"
"382";"Give the distinct number of other party of the people which have one of the party as Janata Party?";"54"
"1157";"List the shows whose company's successor is Amblin Television.";"answer"
"2578";"Who is the publisher of The Rolling Stone Album Guide ?";"Rolling Stone, Random House, Simon & Schuster"
"4587";"Name the river mouth of Moordener Kill ?";"Hudson River"
"4116";"What do the banks owned by Norwegian ministry of finance produce?";"American Express, Cresco (company), Postbanken, Debt collection"
"4601";"Katharevousa writers have been given which awards?";"Nobel Prize"
"1864";"List the school of Bobby Skinstad?";"KwaZulu-Natal, Pietermaritzburg, Hilton College (South Africa), South Africa"
"3391";"What is the municipality of Homestead Grays Bridge ?";"Pittsburgh"
"3250";"What is the area of Tar Heel Sports Network ?";"North Carolina, South Carolina, Virginia"
"2118";"What is the official residence of Sarah Kazemy ?";"Paris, France, ,"
"254";"Who are the politicians whose death place is Ontario?";"answer"
"4065";"Through which important cities the does the river originating from the Duwamish, flow?";"Tukwila, Washington, Seattle"
"2199";"What are some bands out to texarkana?";"Pilotdrift"
"2955";"Whose children are married to Fredric Joliot-Curie?";"Marie Curie, Pierre Curie"
"3897";"How many information appliance are manufactured by companies located in Taiwan?";"10"
"2968";"List the battles in which alumni of US Army Command and General Staff College fought?";"answer"
"3946";"What is the job of the George Arceneaux, Jr. which is also the office of the Blanche Bruce?";"United States Senate"
"720";"How many services does the company who made Onedrive provide?";"17"
"2980";"What sports are played at Vishwajyot High School?";"Association football, Basketball, Chess, Handball, Sport of athletics, Cricket"
"3586";"What is the name of the characters created by Frank Miller?";"answer"
"2799";"Which sports are played in schools founded by Fr Almeida?";"Chess, Throwball, Association football, Hockey"
"3139";"What is the division of Serbia national American football team ?";"Europe"
"113";"What religions do politicians in the Korean Minjoo Party follow?";"Buddhism, Presbyterianism, Catholic Church"
"644";"Name a scientist whose official residence is Cape Town and also won a gold medal at the Royal Astronomical Society ?";"John Herschel"
"2790";"What other awards have been given to Golden Globe winners?";"answer"
"2201";"Which cover artist of the The Adventures of Tom Sawyer is also the source of inspiration of The Appple Tree ?";"Mark Twain"
"2062";"Where was Live in Detroit, MI recorded and was also palce of birth of the Bodhin Kjolhede?";"Michigan"
"519";"What is the label of things produced by the band If?";"Brain, Metromedia, Repertoire Records, Sanctuary Records Group, Capitol Records, Brain Records, Gull, Gull (record label), Island Records, United Artists Records, Metromedia"
"2487";"How many non fiction topics does Thud! deals with?";"9"
"2304";"What are the names of the casualties of Eric Harris and Dylan Klebold?";"Cassie Bernall, Rachel Scott"
"3092";"Name the common editor of Easy Street (film) and Work (film)?";"Charlie Chaplin"
"3949";"Which royalty's spouse is Ptolemy XIV of Egypt?";"Cleopatra"
"512";"Who is the fictional character whose relative is Vestigial Peter?";"Peter Griffin"
"2090";"Who is married to Susan Weber Soros?";"George Soros"
"3154";"Which TV show's theme was composed by a band in which Todd Huth used to perform?";"South Park"
"4260";"Which mainter of Pandaruan Bridge is also the land of Malaysia junior Hockey league ?";"Malaysia"
"4335";"Which scientist is known for writing Philosophi Naturalis Principia Mathematica?";"Isaac Newton"
"551";"Which boarder country of Korean Peninsula was the state of Sodagreen?";"China"
"3517";"Was True Grit a novel of the western genre?";"Yes"
"886";"What is the draft team of Gene Conley?";"Boston Celtics"
"4429";"Which child of Jack Ferguson became a Prime Minister?";"Julia Gillard, Kevin Rudd"
"613";"List the newspapers which has headquarters in Stockholm?";"Svenska Dagbladet, Aftonbladet, Dagens Nyheter, Flamman, Stockholms Dagblad, Expressen, Post- och Inrikes Tidningar, Stockholms-Tidningen"
"2027";"GetTV is owned by which organisation?";"Sony"
"1780";"Which companies are founded in the city of which Collin County Texas is a part?";"answer"
"2579";"In which country was Gumus first aired which is also the mouth country of Upper Neretva?";"Croatia"
"4941";"Which band had members who are now in The Bleeding Heart Band?";"Pink Floyd"
"4990";"Who are the tenants of the stadium which is a venue of WCW Mayhem ?";"answer"
"4175";"What kind of games are made by Interplay Entertainment?";"answer"
"51";"Where did the office holder died who is successor to Elmer Burkett ?";"Nebraska, Hastings, Nebraska"
"2109";"What religion is Kabir Suman from?";"Islam"
"1361";"Which person's successor is Samsu-iluna?";"Hammurabi"
"3562";"Who owns the broadcast network founded by CNN?";"Time Warner"
"2553";"Murray Gold has composed music for how many things?";"17"
"1349";"List the organisation with motive for peace and environmentalism?";"Greenpeace, Greenpeace Nordic"
"1196";"Of what all has David Ian Salter been an editor of?";"Finding Nemo, The SpongeBob Movie: Sponge Out of Water, Ice Age: Continental Drift"
"1360";"Which engine's successor's predecessor is BMW M10?";"BMW M10"
"4364";"Who is considered to be the deciding person when it comes to crustaceans from the Balanidae family?";"Charles Darwin, Jean Guillaume Bruguière, 10th edition of Systema Naturae, Carl Linnaeus, Henry Augustus Pilsbry, Augustus Addison Gould, Juan Ignacio Molina"
"3774";"What are some cartoons distributed by a subsidiary of Time Warner?";"answer"
"3455";"List the trainers of Shinya Aoki ?";"Eddie Bravo, Yuki Nakai, Chatri Sityodtong"
"284";"Greater Napanee is the home town of what people?";"Deryck Whibley, Avril Lavigne"
"4976";"How many have family as Ape and order (taxonomy) is Primate ?";"41"
"1825";"How many awards have been received by graduates of University of Melbourne, Faculty of VCA & MCM?";"20"
"1938";"In which state is Dorchester Bay (Boston Harbor)?";"Massachusetts"
"933";"Count all the games whose distributors are located in America.";"1429"
"2927";"Count the number of sports played by the universities whose one of the sports is baketball ?";"75"
"679";"Which country's people work in the Birdman enterprises?";"Ukraine, Canada"
"2275";"What are the baseball teams who belongs to Guggenheim Partners?";"Los Angeles Dodgers"
"875";"Who are the characters of Batman Live?";"Batman, Catwoman, Alfred Pennyworth, James Gordon (comics), Harley Quinn, Penguin (comics), Riddler, Scarecrow (DC Comics), Two-Face, Joker (comics), Poison Ivy (comics), Robin (comics)"
"1167";"From how many different places have people gone to the Harward Medical School?";"17"
"2552";"In which mountain range does the Rochers De Naye lie?";"Swiss Alps, Bernese Alps"
"2575";"List the destinations to which the airlines headquartered at the Gatwick Airport fly to?";"Continental Europe, British Isles, United States, Canada, Europe, Africa, Mediterranean Sea, North America"
"4703";"Who is the  distributor of Rev (drink) ?";"Bacardi"
"4064";"Who wrote A house not meant to stand and Akale?";"Tennessee Williams"
"2519";"From what american football teams did Carlos Emmons play?";"New York Giants, Philadelphia Eagles, Pittsburgh Steelers"
"4607";"List the subjects of the books whose one of the topics is Pau Broca ?";"Outline of space science, Paul Broca, Brain, Intellect"
"753";"Name the river whose source mountain is Baikal Mountains and mouth location is Arctic Ocean?";"Lena River"
"2196";"In which cities are there stations of SCOLA?";"Miami"
"1293";"List the awards given to the race horses bred by Willis Sharpe Kilmer.";"National Museum of Racing and Hall of Fame, Kentucky, Florence, Kentucky, Blood-Horse magazine List of the Top 100 U.S. Racehorses of the 20th Century, Virginia Thoroughbred Association Hall of Fame, Hawthorne Race Course"
"3542";"What are the movies with Daniel Waters as screenwriter?";"Batman Returns, Demolition Man (film), Hudson Hawk, The Adventures of Ford Fairlane"
"2665";"In what tv shows did Jason Carter act?";"Babylon 5, Incident in Judaea"
"183";"Count the wars in which people awarded with the Croix de guerre fought.";"275"
"4988";"Who is the father of Edith Vonnegut and is also a writer?";"Kurt Vonnegut"
"2595";"Is morrissey in the smiths?";"Yes"
"299";"How many maintainers are there of the bridges that can carry motor vehicles over them?";"87"
"395";"How many golf players are there in Arizona State Sun Devils?";"5"
"4919";"Tell me the total number of organizations who maintain the bridges made by the malaysian PWD?";"49"
"1890";"Which movies' music is composed by people associated with the band Yes?";"answer"
"607";"What religion's politicians are in the Malaysian Chinese association?";"Buddhism, Christianity, Anglicanism, Confucianism, Gautama Buddha, Christian, Methodism, Islam"
"2846";"Which line of the Vadodara Junction railway station is the route end of Mumbai Vadodara Expressway?";"Mumbai"
"251";"Under which archipelago does Canary Islands fall?";"Fuerteventura, La Gomera, El Hierro, La Palma, Lanzarote, Lobos Island, Graciosa, Canary Islands"
"4625";"Who are the tenants of the stadium where the UFC 140 is located?";"Toronto Rock, Toronto Phantoms, Raptors 905, Toronto Maple Leafs, Toronto Raptors, Toronto Marlies"
"4296";"List the awards given to the key people in Pixar ?";"Academy Awards, IEEE John von Neumann Medal, Computer History Museum"
"396";"Which rivers start in Wyoming?";"Missouri River, Powder River (Wyoming and Montana), Little Powder River"
"2447";"Name the city of Duwamish River ?";"Tukwila, Washington, Seattle"
"2875";"Count the number of tenants whose one of the tenant is Toronto Phantoms ?";"15"
"3189";"Which maintainer of Cheasty Boulevard South is also the county seat of King County, Washington?";"Seattle"
"2386";"Philadelphia City Council is the governing body of which city?";"Philadelphia"
"1964";"Which educational institution has Kaplan, Inc as it's affiliation?";"Kaplan University"
"196";"Where did they debut their careers, those who have played for US men's national soccer team?";"Philadelphia Phillies"
"1445";"Which team has had both Martin prochzka and garry unger as its players ?";"Toronto Maple Leafs"
"2179";"List the honorary title given to the spouse of Lillian Disney ?";"Academy Awards, Golden Globe Cecil B. DeMille Award, Emmy Award"
"369";"Name someone known for a project involved in the Occupation of Japan?";"Ernest Lawrence, Vannevar Bush, Chien-Shiung Wu, Philip Burton Moon, James Chadwick, George Kistiakowsky, Samuel King Allison, Alvin M. Weinberg, Priscilla Duffield, Robert Bacher, Dorothy McKibbin, William G. Pollard, Robert E. Sheriff, George Cowan, Charles Critchfield"
"2063";"Which animal is the mascot of the 1502nd Infantry Brigade (Ready Reserve) and Galatasaray Handball Team ?";"Lion"
"3123";"Momoko Kochi has acted in which movie ?";"Godzilla (1954 film), Half Human, Godzilla, King of the Monsters!"
"1565";"What place is the birthplace of Vijay Chavan where Eka Lagnachi Teesri Goshta is located as well?";"Mumbai"
"3008";"Which river's source place is Gloucestershire and has mouth in North Sea?";"River Thames"
"455";"List the battles fought by Ali Habib Mahmud?";"Yom Kippur War, Gulf War, Lebanese Civil War"
"3993";"What are the ideologies of the Union of Cambodian Democrats?";"Buddhism, Royalist, Liberalism"
"3900";"Who is the writer of mark twain Tonight?";"Hal Holbrook, Mark Twain"
"1788";"Who was the australian flag bearer of 2008 Summer Olympics?";"James Tomkins (rower), Stephanie Rice"
"586";"List the opponents of the relatives of Thomas Helwys?";"Francis Bacon, Edward Coke"
"394";"Name the office holder whose child is Lori Black and predecessor is Henry E Catto Jr?";"Shirley Temple"
"989";"What is the religion of the person who founded the Emel magazine?";"Islam"
"4310";"Name the musician who was given label by Celluloid Records and has been associated with Africa'70 ?";"Fela Kuti"
"176";"What is the largest city in the country where the San Marcos River originates?";"New York City"
"273";"How many TV shows have been created by Simon Fuller ?";"57"
"1407";"Name the founders of the record labels whose one of the founders is Frank Rogers?";"Frank Rogers (record producer), Brad Paisley, Chris DuBois"
"3983";"How many things belong to phylum of Chordate?";"50445"
"2733";"Which religion do the people follow, whose constituency is Jadavpur?";"Islam, Hinduism"
"3431";"Who has produced movies that have a James Horner score?";"answer"
"3699";"Who is the prime minister of the successor of Kingsley Wood?";"Neville Chamberlain, Ramsay MacDonald, Stanley Baldwin, Anthony Eden, Winston Churchill, Winston Churchill, Stanley Baldwin"
"3950";"Which race is the Best Mate is also the race of the Martin Molony?";"Cheltenham Gold Cup"
"2465";"Which sports are played at both the Polytech uni of Bataan and Taguig?";"Badminton, Basketball, Chess, Volleyball"
"2310";"List the television shows whose network's owning company is Turner Broadcasting System?";"answer"
"4497";"Name the route start of Saint Petersburg  Moscow Railway ?";"Moscow, Moscow Passazhirskaya railway station"
"270";"What is the affiliation of tani University?";"Buddhism"
"4663";"How many people have trained the wrestlers who were billed in Wisconsin?";"10"
"331";"With whom is Heinz Kokott a relative to who also served Nazi Army?";"Heinrich Himmler"
"3406";"Were the 1995 south pacific games hosted in tahiti?";"Yes"
"819";"List down the important people of The Elders?";"Gro Harlem Brundtland, Kofi Annan, Nelson Mandela, Lesley-Anne Knight"
"1063";"Which administrative headquarters of the Pulau Ubin is also the resting place of the Nicole Lai?";"Singapore"
"4322";"How many different writers have written for Jump Square?";"41"
"3318";"Name the home ground of  2015 Fort Lauderdale Strikers season ?";"Lockhart Stadium, Florida, Fort Lauderdale, Florida"
"4045";"Music of how many things has been given by Akira Ifukube?";"54"
"2839";"Who has fought in wars under commander Arthur St Clair?";"Choctaw, Chickasaw, Western Confederacy, Great Britain - British North America, 1, Thirteen Colonies, Province of Quebec"
"4448";"Where can one find the Dzogchen Ponolop Rinpoche?";"Washington (state), Seattle"
"4515";"Who succeeded Lucius Crus as an office holder?";"Julius Caesar"
"3796";"Who is the writer with notable works like Adventures of Huckleberry Finn and The Adventures of Tom Sawyer?";"Zhang Yousong, Mark Twain"
"4960";"Whose relatives are Clan McDuck and Huey, Dewey, and Louie?";"Donald Duck"
"4743";"To which county of New York city does the Tremount Avenue street belong?";"The Bronx"
"1038";"Which wars were fought by the commander whose deputy was Robert T. Herres?";"Cruise missile strikes on Iraq (1993), Air engagements of the Gulf War, Gulf War, Liberation of Kuwait campaign, Gulf War air campaign"
"3741";"Where is the venue of the History of Penny Arcade Expo located?";"1900, Seattle, 800, Seattle, WA 98101, 415, USA, Boston, MA, 02210"
"1607";"Which city was founded by George Washington and John Forbes (British Army officer)?";"Pittsburgh"
"3237";"Does Sonny Bill Williams belong in the Canterbury Bankstown Bulldogs club?";"Yes"
"599";"Name the profession of Oamr D Conger for which Jack Ryan was also nominated?";"United States Senate"
"4219";"Who was the head coach of Middlesbrough F.C. season 2006-7 also the coach of England national under 21 footbal team ?";"Gareth Southgate"
"2473";"Who is the manager of the club whose homeground is the riverside stadium?";"answer"
"2125";"What religion do the Wickramabahu Centeral College and Neungin High School both follow?";"Buddhism"
"2004";"Which key person of maryland jockey club is the appointer of Joseph Clay ?";"George Washington"
"2996";"Who is the writer of Neverwhere (radio play) ?";"Neil Gaiman, Dirk Maggs"
"2558";"Who was the cover artist of The Adventure of Tom Sawyer and also wrote mark Twain Tonight?";"Mark Twain"
"4747";"What are the mascots of the teams participating in the Turkish Handball Super League?";"Lion"
"4525";"Name the ones who debuted in the San Francisco 49ers.";"answer"
"2115";"What is the genre of the things developed by Interplay Entertainment?";"answer"
"4741";"Name the part of Liverpool city region >";"Liverpool, Metropolitan Borough of Knowsley, Metropolitan Borough of Sefton, Metropolitan Borough of Wirral, Borough of Halton, Metropolitan Borough of St Helens"
"1249";"Who was the president at the time when the opponent of Benjamin Spock held office?";"Richard Nixon"
"1876";"Which fictional character's relatives were made by Ted Osborne?";"Ludwig Von Drake, Scrooge McDuck, Donald Duck"
"698";"How many fictional characters were humans?";"102"
"3236";"What are the binomial authority of Menetries's warbler?";"Azerbaijan, Kura River, Transcaucasia, Édouard Ménétries, Sal'yana"
"4174";"How many leagues have used the O.co Coliseum?";"8"
"3222";"Name the television show where Mona Marshall has given voice and is distributed by Comedy Central?";"South Park"
"905";"Which city do both Arthur Ross and Edward Niesen come from?";"Chicago"
"1560";"Who hold stocks in the bank which is located at 731 Lexington Avenue?";"Michael Bloomberg"
"291";"Is Bacillus belong to the domain Bacteria?";"Yes"
"3427";"Mazhar Ul Haq High School, Beerwah is affiliated to Islamic Religion";"Yes"
"1359";"How many sitcoms were produced by the company whose predecessor was the Desilu Productions?";"203"
"1336";"Which moto of american Classical League is also the academic discipline of Probus?";"Latin"
"1158";"Count the total number of battles fought by the military people which fought in Levant?";"8"
"1837";"What is the television show whose opening theme's album is Cheers?";"Cheers"
"546";"Name the species of Liger?";"Lion"
"4437";"Give me some nominees of politicians in the US?";"United States Senate"
"4621";"Which American football player is a former team player of Indianapolis Colts and current team is Michigan Wolverines?";"Jim Harbaugh"
"3091";"List all the locations of the companies whose are also located in Rancho Cucamonga, California ?";"North America, United States, Japan, Rancho Cucamonga, California"
"1757";"What cities are near to Nihoa which is also known as Bird Island?";"Hawaii, Kauai"
"4808";"Which company created BASIC and Language Integrated Query ?";"Microsoft"
"3578";"How many people are in the band with Juelz Santana?";"8"
"91";"How many party leaders are there whose parties are headquartered in Berlin?";"31"
"642";"Which company owns the manufacturer of the Edsel Ranger?";"Ford Motor Company"
"1317";"Where is the assembly of Caterpillar 797?";"North America"
"2070";"What is a common nickname given to both Lyons Township high school and the wheaton college in massachusetts?";"Lion"
"3500";"List the ideologies of the party of Boonchu Rojanastien?";"Classical liberalism, Conservative liberalism, Constitutional monarchy, Liberal conservatism, Economic liberalism, Progressivism, Buddhism, Political corruption"
"4839";"Which  NASA astronaut was on mission Gemini 8?";"Neil Armstrong, David Scott"
"108";"What is the region of the Kim Sawchuk which is also served by the Airtours International Airways ?";"North America"
"3717";"Whay common comic is written by Karakuri Dji Ultimo and narrated by The Incredible Hulk ?";"Stan Lee"
"963";"Who is the President of United World College of Costa Rica?";"Queen Noor of Jordan, Nelson Mandela"
"1813";"Where is the tombstone of the congressman who died in the McLean hospital?";"Maine, Mount Hope Cemetery (Bangor, Maine)"
"2925";"What are the TV shows whose network is also known as the CW?";"answer"
"783";"Who has written the mary poppins musical?";"Julian Fellowes"
"3886";"Which magazines were founded by ann Wenner ?";"Rolling Stone, Men's Journal"
"2324";"What is the total number of other destinations of the airlines whose one of the destinations is Mediterranean Sea?";"9"
"576";"Which railway line goes through the stations which are a part of the North Caucasus railway?";"Krasnodar, Sochi, Moscow"
"3136";"To which country does Peter Blay owe his allegiance?";"Ghana"
"4254";"Which military conflict took place in Israel and had commander as Jaber Al-Ahmad Al-Sabah?";"Gulf War"
"1084";"Name the resting place of Charles Edward Magoon?";"Lincoln, Nebraska, Nebraska, Wyuka Cemetery"
"23";"Which band's former member are Kevin Jonas and Joe Jonas?";"Jonas Brothers"
"3845";"Louis Dunbar is the coach of which basketball team ?";"Harlem Globetrotters"
"2016";"What is the resting place of the politician who succeeded Samuel Hayes?";"Connecticut, Ridgefield, Connecticut"
"4375";"What are some things people born in Louisiana are famous for?";"25"
"571";"What is the basketball team whose President's college is Brockport Golden Eagles?";"Detroit Pistons"
"424";"Who is the owner of the bank where Thomas Secunda works?";"Michael Bloomberg"
"2613";"Where can one find some quick bread in the world?";"North America, Shetland, New York City"
"2796";"Which ancient country had capital as Nicomedia and History of Trier?";"Roman Empire"
"2695";"Which airlines fly to Gimhae International Airport?";"Asiana Airlines, Korean Air, Yeongnam Air, Air Busan"
"2220";"Name the broadcast area of Radio Philippines Network ?";"Philippines"
"3623";"What have been made in the state whose capital is Boston?";"answer"
"733";"Does Gibby Haynes play the saxophone?";"Yes"
"76";"Which country has given citizenship to both saima chowdhury and edmund john?";"United Kingdom"
"4055";"Who is the parent organization of Get TV is also the label provider of I Pray on CHristmas ?";"Sony"
"448";"Which shows are voiced by US citizens?";"answer"
"3010";"Which award has been won by Claudia Moro?";"Miss Spain 2008, Madrid, Miss España Universo"
"4727";"How many television shows have  Fox Broadcasting Company as their channel?";"160"
"2640";"Who holds shares in something famous for the Seven Spring Mountain Resort?";"Pittsburgh Pirates"
"2166";"What is the national origin of Focke-Wulf Fw 260 ?";"West Germany"
"995";"Where are the headquarters of Metro Transit (Minnesota)?";"Minnesota, Minneapolis"
"2904";"Georg Meissner was doctoral supervisor of which scientist ?";"Robert Koch"
"966";"What is the major shrine of the monarchs whose successor is Dragimir of Travunia and Zachlumia?";"Albania, Elbasan, ,, Monastery of St Jovan Vladimir, near"
"3779";"Which borough of the Corringham railway station is also the local authority of Buckhurst Hill County High School ?";"Essex"
"629";"Under whom did Charles Drummond Ellis do his PhD?";"James Chadwick"
"1513";"What is the title of the successor of Kaulahea I?";"Alii nui of Maui, Maui, Moʻi of Maui"
"918";"What is the number of occupation of the people who died in Tampa, Florida?";"42"
"489";"Name the species of Southwest African lion?";"Lion"
"3872";"What is the place of death of the lieutenant of Frank Steunenberg?";"Seattle, San Francisco"
"4718";"What is the state whose largest city is Denver?";"Colorado"
"813";"What are some movies written by British writers?";"answer"
"2069";"Which are the comics characters painted by Bruce Timm and created by Paul Dini?";"Nora Fries, Harley Quinn, Derek Powers, Condiment King, Mercy Graves, Batman (Terry McGinnis), Roxy Rocket"
"935";"Which builder of Ford Straight-6 engine is also the automobile platform provider of Chiva bus?";"Ford Motor Company"
"4406";"Who is the builder of Presidio Santa Cruz de Terrenate ?";"Spain"
"4490";"How many people work in the Massachusetts house of Representatives?";"205"
"4977";"Count the total awards won by the writer who has won Goethe Prize ?";"63"
"3846";"Do the White Plains Road lie in the Bronx county?";"Yes"
"1750";"Does the Amazon River start in Arequipa Region?";"Yes"
"1409";"What are the television shows whose starting music is composed by Ron Grainer?";"Doctor Who, The Prisoner, Edward & Mrs. Simpson, TFI Friday, That Was the Week That Was"
"4942";"In which cities do some railways operated by Russian railways start?";"Moscow, Moscow Passazhirskaya railway station, Murmansk"
"102";"Which country's leader is David Johnston?";"Canada"
"413";"What are the movies whose cinematographer is Gregg Toland?";"answer"
"20";"Which source country of SamurAbsheron channel is the birth place of Anar Salmanov?";"Azerbaijan"
"2527";"What sport amongst the one Lagos Preparatory School practices, did Willian Garne play for?";"Cricket"
"2730";"What is the nickname of the home stadium of Angels Toru?";"Nicolaus Copernicus, Toruń gingerbread, City of Angels"
"3389";"What is the route end of Birmingham and Oxford Junction Railway ?";"Birmingham"
"3511";"Where did the conflict take place where Liu Mingchuan fought?";"Tonkin, Annam (French protectorate), Hubei"
"3332";"In which company is Raymond Conner at an important position?";"Boeing Commercial Airplanes, Boeing"
"2535";"Where did Andy Wyant die and Robert Rodi was born in?";"Chicago"
"3099";"Which team did Wilfred McDonalds and Cam Plante play for?";"Toronto Maple Leafs"
"3553";"Which set of researchers won the Gold Medal of the Royal Astronomical Society award?";"answer"
"14";"What tv series can be said to be related to the sarah jane adventure and dr who confidential?";"Doctor Who"
"2704";"Name the river whose source is located in Itasca State Park and mouth is located in Pilottown, Louisiana?";"Mississippi River"
"1657";"Name some TV shows whose theme is made by a band associated with Buckethead?";"South Park"
"118";"Name the sea with Helsinki as one of the shore city and is also an outflow for Danish straits?";"Baltic Sea"
"1692";"Who was the architect of the stadium currently run by Brandenton?";"Louis D. Astorino, Pittsburgh, Fawley Bryant Architects, Bradenton, Florida"
"1481";"Which sports are played typically in private schools?";"Association football, Badminton, Basketball, Field hockey, Rugby football, Tennis, Cricket, Orienteering, Sport of athletics, Table tennis, Football, Rugby union, Volleyball, Chess"
"3756";"How many subjects are covered in the publications of Doubleday?";"143"
"661";"Who was in military unit which played the role of Air interdiction?";"answer"
"2625";"What is the river whose source region is North-Western Province, Zambia and river mouth is Indian Ocean?";"Zambezi"
"2078";"What games are played at universities in Lanao Del Sur?";"Basketball, Badminton, Volleyball, Association football, Chess, Baseball"
"3671";"What is the alma mater of the senator who is the successor of Warren Magnuson ?";"Clemson University, Stanford University, Willamette University, Dartmouth College, Columbia Law School"
"4336";"What is the profession of the William Luther Hill and also the office of the Richard Coke ?";"United States Senate"
"3328";"Does the Jordan River start in the Golan Heights?";"Yes"
"2573";"What is the county of Saint Lucia national cricket team ?";"Saint Lucia"
"3358";"What are all the countires where food related to tuna salad is consumed?";"North America, Great Britain"
"426";"What country had the title of 2001 Speedway Ekstraliga?";"Poland"
"4066";"The fugitive Kind and the Notebook of Trigorin is written by what author?";"Tennessee Williams"
"4341";"Ricky Gervais is the executive producer of the series having how many fictional characters?";"19"
"4225";"When did Aghasalim Childagh die?";"2008-04-08, Azerbaijan, Baku, Maştağa"
"1444";"What sports are played at universities affiliated by States Colleges and Universities athletic association?";"Tennis, Basketball, Volleyball, Badminton, Chess, Ultimate (sport), Association football, Dance"
"1846";"List the producers who produced movies starring Michael Jackson.";"answer"
"755";"Which organisation has superintendent as Lieutenant general (United States)?";"United States Air Force Academy"
"4282";"Where in the us military did pierre r graham and edwin f hunter work?";"United States Navy"
"506";"List the awards received of the person whose child is Daine Disney Miller?";"Golden Globe Cecil B. DeMille Award, Academy Awards, Emmy Award"
"4810";"Among which basket ball team having arena as The Palace of Auburn hills has president as Stan Van Gundy ?";"Detroit Pistons"
"1489";"Name all the venues of the convention which has also been hosted in San Diego Convention ?";"San Diego, Downtown, San Diego Convention Center"
"2142";"Who operates the bridges designed by Malaysian PWD?";"Malaysian Public Works Department, Kota Bharu, Cahya Mata Sarawak Berhad, Brunei, Malaysia, Public Works Department of Brunei, Tangkak District, Muar Municipal Council, Majlis Daerah Tangkak, Selia Selenggara Selatan Sdn Bhd, Roadcare Sdn Bhd, Belati Wangsa Sdn Bhd, Kuala Lumpur City Hall"
"1764";"Where are renaissance centers located?";"400, Detroit, Michigan"
"1340";"Give me a count of everything owned by the network whose sister name is The CW?";"156"
"4034";"Which animator of Tommy Tucker's Tooth is also the film director of Alice's Wonderland ?";"Walt Disney"
"4778";"Which developer of  the Spider-Man: Edge of Time is the  successor of PlayStation 2 ?";"PlayStation 3"
"4370";"Who is related to Kelly Osbourne & Ozzy Osbourne?";"Jack Osbourne"
"3403";"Count the number of sports played by the school which also plays Association football ?";"1988"
"1700";"Who are the baseball players who played for San Francisco Giants?";"answer"
"1241";"To which political party does the writer of In the Bazaars of Hyderabad belong?";"Indian National Congress"
"3589";"What is the service of the Laemmle Theatres and is also the award of the Jos Rivera (playwright)?";"Academy Awards"
"3046";"Where is the tombstone of the parliament members who served with James Roberts as the Vice President, US?";"Christchurch"
"133";"In which time zone is Pong Pha?";"Thailand"
"4235";"Name all the hubs of the airlines whose one of the hubs is Selangir ?";"Selangor, Sultan Abdul Aziz Shah Airport, Subang, Indonesia, Malaysia"
"3311";"List the launch site of the rockets whose one of the launch site has been Cape Canaveral Air Force Station Launch Complex 26 ?";"Cape Canaveral Air Force Station Launch Complex 26, Cape Canaveral Air Force Station Launch Complex 5, Cape Canaveral Air Force Station, Florida"
